Date,Portfolio
2015-02-28,0.03555788186848468
2015-03-31,-0.011275981773233674
2015-04-30,-0.009567503181489991
2015-05-31,0.015500959159965116
2015-06-30,-0.02074145705718012
2015-07-31,0.035509749489928404
2015-08-31,-0.045679972891723375
2015-09-30,-0.019895855073848646
2015-10-31,0.0347290895603514
2015-11-30,0.010573440872427285
2015-12-31,-0.003997090099863631
2016-01-31,-0.024610470707441174
2016-02-29,-0.013464507246693298
2016-03-31,0.030098898067112807
2016-04-30,0.0012949322760394196
2016-05-31,0.033745957173601
2016-06-30,-0.004643808397702605
2016-07-31,0.04022360882924776
2016-08-31,0.00555845965912504
2016-09-30,0.005407747869566421
2016-10-31,0.00714236570006163
2016-11-30,0.026000767679204128
2016-12-31,0.01556686716660243
2017-01-31,-0.001011179400697641
2017-02-28,0.029073831448621048
2017-03-31,0.005928430049313955
2017-04-30,0.020902833686819826
2017-05-31,-0.0034905063490784354
2017-06-30,-0.021930068400251874
2017-07-31,-0.01039479585386634
2017-08-31,0.00434229133893138
2017-09-30,0.022833185169630503
2017-10-31,0.04238546233470119
2017-11-30,0.0176186446720975
2017-12-31,-0.0015865390891999396
2018-01-31,0.007349350525368172
2018-02-28,-0.01035233297442355
2018-03-31,-0.01024365074646308
2018-04-30,0.00588227196849021
2018-05-31,0.03067499561743856
2018-06-30,0.018526968744817577
2018-07-31,0.01691388017048507
2018-08-31,0.013334703640976248
2018-09-30,-0.009155625433824796
2018-10-31,-0.04975421388089963
2018-11-30,0.024331318200356285
2018-12-31,-0.05450620955053823
2019-01-31,0.05908065936940773
2019-02-28,0.02734618196260483
2019-03-31,0.023323622367731413
2019-04-30,0.03614004343129388
2019-05-31,-0.037408242474749415
2019-06-30,0.02669379042784888
2019-07-31,0.012356344270067241
2019-08-31,0.0002463044440140106
2019-09-30,0.01431813671049371
2019-10-31,0.0017284319577468097
2019-11-30,0.03856068242059224
2019-12-31,-0.00011467188055927491
2020-01-31,0.02015018618629075
2020-02-29,-0.05402205589111257
2020-03-31,-0.11260552220404012
2020-04-30,0.09967869166854443
2020-05-31,0.030592101851180113
2020-06-30,0.0136143006522397
2020-07-31,0.039279149844413504
2020-08-31,0.028534754992302073
2020-09-30,-0.017158281274695587
2020-10-31,-0.028599273408378152
2020-11-30,0.08582106785573658
2020-12-31,0.01216985659811147
2021-01-31,-0.00449661411889591
2021-02-28,0.027776136269848952
2021-03-31,0.03271319650965023
2021-04-30,0.023382100208832766
2021-05-31,0.012487300635804466
2021-06-30,0.036171324811383354
2021-07-31,0.018436057843878167
2021-08-31,0.024216523846476597
2021-09-30,-0.02955800451541531
2021-10-31,0.04400658482834909
2021-11-30,0.0075840252706603165
2021-12-31,0.030850223202245435
2022-01-31,-0.025780697326718314
2022-02-28,-0.015928697003848375
2022-03-31,0.025162474387562653
2022-04-30,-0.054682844207800854
2022-05-31,-0.0049785351298932655
2022-06-30,-0.0688474183671869
2022-07-31,0.058713336227318086
2022-08-31,-0.0168022841854285
2022-09-30,-0.03813443683700326
2022-10-31,0.05373085063900346
2022-11-30,0.04606696749672316
2022-12-31,-0.04845466467996894
2023-01-31,0.05560535769796747
2023-02-28,-0.013432856826727771
2023-03-31,0.011666840675069831
2023-04-30,0.02506125936961946
2023-05-31,-0.0224158692938576
2023-06-30,0.03342164299308169
2023-07-31,0.02108825790158622
2023-08-31,-0.0029484183845788557
2023-09-30,-0.037187161243277346
2023-10-31,-0.014159728155066964
2023-11-30,0.0703986254445957
2023-12-31,0.03108023232406716
2024-01-31,0.014564884067886816
2024-02-29,0.036890289987538884
2024-03-31,0.030477761433400204
2024-04-30,-0.022751639615408704
2024-05-31,0.030928296385252914
2024-06-30,0.010992945854769242
2024-07-31,0.03889565227741642
2024-08-31,0.007305159938961731
2024-09-30,0.026141449408097914
2024-10-31,0.011931305420349356
2024-11-30,0.06163294163873479
2024-12-31,-0.015556881383792511
2025-01-31,0.037160376068812895
2025-02-28,-0.0090098284839683
2025-03-31,-0.036771566946985745
2025-04-30,-0.02263174236704638
2025-05-31,0.04915493772628911
2025-06-30,0.02982253676208232
2025-07-31,0.01193756643194243
